,Rent,Bedrooms,Bathrooms,Parking,Size,Seller Name,Latitude,Longitude,Address,Parking Cost,Heat,Water,Hydro,Balcony,Yard,Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer,bathroom_p5,bedroom_den,bachelor_studio,major_region,minor_region,Furnished_Yes,Air Conditioning_Yes,Seller_Professional,walkScore,transitScore,bikeScore,Cleaned Seller Name
556,1550,1,1,1,700,,44.634925,-63.5870201,"Waterloo Street, Halifax, NS",0.0,1,1,0,0,1,0,1,1,1,0,0,0,Halifax Peninsula,SouthEnd,False,False,False,88,65,81,Owner
557,1700,1,1,0,600,,44.66614897,-63.60767821,"Duffus St, Halifax, B3K 2M6",1.0,1,0,0,1,0,1,0,1,1,0,1,0,Halifax Peninsula,NorthEnd,False,True,False,85,51,65,Owner
558,2795,2,2,0,1039,thegeorgeresidence.com,44.646277,-63.5904728,"6016 Pepperell Street, Halifax, NS, B3H 2N8",1.0,0,0,0,0,0,1,0,1,1,0,1,0,Halifax Peninsula,Downtown,False,False,True,96,68,84,Thegeorgeresidence
559,2025,1,1,0,484,thegeorgeresidence.com,44.646277,-63.5904728,"6016 Pepperell Street, Halifax, NS, B3H 2N8",1.0,0,0,0,0,0,1,0,1,1,0,0,0,Halifax Peninsula,Downtown,False,False,True,96,68,84,Thegeorgeresidence
560,3450,2,2,0,1313,thegeorgeresidence.com,44.646277,-63.5904728,"6016 Pepperell Street, Halifax, NS, B3H 2N8",1.0,0,0,0,0,0,1,0,1,1,1,1,0,Halifax Peninsula,Downtown,False,False,True,96,68,84,Thegeorgeresidence
561,1600,1,1,1,600,,44.62105705,-63.62158185,"18 Penny Avenue, Halifax, NS",0.0,1,1,0,1,0,0,1,1,1,0,0,0,Mainland Halifax,Armdale,False,False,False,54,41,34,Owner
562,1900,1,1,1,950,,44.6424558,-63.6306004,"Brook Street, Halifax, NS",0.0,1,0,1,0,1,1,0,0,0,0,1,0,Mainland Halifax,Armdale,True,True,False,43,57,59,Owner
563,1900,1,1,0,550,,44.6512554,-63.582692,"5510 Falkland St, Halifax, NS B3K 1A3",1.0,1,1,0,0,0,1,0,1,1,0,0,0,Halifax Peninsula,Downtown,True,True,False,95,72,71,Owner
564,1985,1,1,0,881,www.capreit.ca,44.64878,-63.59128,"2074 Robie Street, Halifax, NS, B3K 5L3",,0,1,0,1,0,0,1,1,1,0,0,0,Halifax Peninsula,Downtown,False,False,True,96,69,92,Capreit
565,1975,1,1,0,881,www.capreit.ca,44.64878,-63.59128,"2074 Robie Street, Halifax, NS, B3K 5L3",,0,1,0,1,0,0,1,1,1,0,0,0,Halifax Peninsula,Downtown,False,False,True,96,69,92,Capreit
566,1695,1,1,0,881,www.capreit.ca,44.6484791,-63.59153454,"2074 Robie Street, Halifax, NS, B3K 5L3",1.0,0,1,0,1,0,0,1,1,1,0,0,0,Halifax Peninsula,Downtown,False,False,True,96,69,92,Capreit
567,1650,1,1,0,600,,44.6417567,-63.5792295,"1471 South Park St, Halifax, NS B3J 2L1",1.0,0,1,0,0,0,0,0,0,0,0,0,0,Halifax Peninsula,SouthEnd,False,True,False,10,67,71,Owner
568,2295,2,2,1,1440,,44.7385029,-63.7835323,"Hammonds Plains, NS B4B",0.0,0,1,0,1,0,1,0,1,1,0,1,0,Bedford,Hammonds Plains,False,True,False,31,13,35,Owner
569,2050,1,1,0,550,,44.6390609,-63.5718388,"Tobin Street, Halifax, NS",1.0,1,1,0,0,0,1,0,1,1,0,0,0,Halifax Peninsula,SouthEnd,False,False,False,95,65,54,Owner
570,1700,2,1,1,900,,44.7734627,-63.6884186,"Lower Sackville, NS B4C 3H3",0.0,0,1,0,0,0,0,1,0,0,0,0,0,Sackville,Lower Sackville,False,False,False,50,31,29,Owner
571,2500,2,1,1,950,,44.67092649,-63.58696978,"Dartmouth, NS B3A 4L2",0.0,1,1,1,0,0,0,1,0,1,0,0,0,Dartmouth,Dartmouth Downtown,True,False,False,78,62,64,Owner
572,2240,1,1,0,650,www.metcap.com,44.70012805,-63.66554741,"40 Bedros Lane, Bedford, NS, B3M 4X1",2.0,0,0,0,1,0,0,1,0,1,0,0,0,Bedford,Bedford Basin,False,False,True,43,38,26,Metcap
573,1250,2,2,0,919,,44.65163615,-63.58075959,"5426 Portland Pl, Halifax, NS B3K 1A1",175.0,0,0,0,0,0,0,0,0,0,0,0,0,Halifax Peninsula,Downtown,False,True,False,96,73,66,Owner
574,1600,2,1,1,600,,44.6530347,-63.5902041,"Agricola St, Halifax, B3K 4C7",0.0,0,0,0,0,0,0,0,0,0,0,0,0,Halifax Peninsula,Downtown,False,False,False,98,66,76,Owner
575,2360,2,1,0,1350,www.capreit.ca,44.6668671,-63.66081929,"81 Radcliffe Drive, Halifax, NS, B3M 4L4",1.0,1,1,0,1,0,1,0,1,1,0,0,0,Mainland Halifax,Clayton Park,False,False,True,70,55,39,Capreit
576,2495,2,1,0,961,www.capreit.ca,44.6513454,-63.5914571,"5885 Cunard Street, Halifax, NS, B3K 1E3",1.0,1,1,0,0,0,0,0,0,0,0,0,0,Halifax Peninsula,NorthEnd,False,False,True,97,70,95,Capreit
577,2250,3,2,1,1550,,44.6669707,-63.6714279,"Halifax, NS B3S 1K5",0.0,1,1,0,1,0,1,0,1,1,0,0,0,Mainland Halifax,Clayton Park,False,False,False,50,50,29,Owner
578,1500,2,1,1,950,,44.61711335,-63.61585928,"Halifax, NS B3P 1S9",0.0,1,1,0,1,0,0,1,1,1,0,0,0,Mainland Halifax,Armdale,False,False,True,58,42,30,Not Given
579,2495,1,1,0,1000,,44.63950371,-63.57804141,"Halifax, NS B3J 2K8",175.0,0,0,0,0,0,1,0,1,1,0,0,0,Halifax Peninsula,SouthEnd,False,False,True,99,67,67,Not Given
